slang,formal,In-dictionary,context,category1,category2,category3
bingitt,banget,1,Cantikan sekarang jauhh like bingitt,modifikasi vokal,elongasi,0
buka2an,buka-bukaan,0,foto pertama dia yg buka2an @nnaf7,reduplikasi,0,0
ngembali,kembali,1,kak ngembali pake hijabnya donk,afiksasi,0,0
semngat,semangat,1,"Aduh beningnya muka, semngat terus mas @rharyantoracing",abreviasi,0,0
lekong,laki,1,"Ini nih lekong @eivaeivieivu ,meleleh",coinage,0,0
kacauuuu,kacau,1,@siskadjo @agapradipta @nicoleazis kacauuuu,elongasi,0,0
ngimpi,mimpi,1,@alliyaaab ngimpi lu tinggi banget kayak burj khalifah ����,afiksasi,0,0
owh,oh,1,Owh ad Tetott d sini@mulanjameelaahmad gk malu mbak nongol d sini hihi,anaptiksis,0,0
ngerampas,merampas,1,"Ni org gak ada malu y yah,..@mulanjameelaahmed udah ngerampas kasih syg aleldul..baru minta maaf,..mau berteman lg sm bunda maia,..elu tuh udah ngehancurin perasaan y,..eh skrg malah ngungkit2. Lu manusia apa iblis sih,...naudzubillah...",afiksasi,0,0
ngehancurin,menghancurkan,1,"Ni org gak ada malu y yah,..@mulanjameelaahmed udah ngerampas kasih syg aleldul..baru minta maaf,..mau berteman lg sm bunda maia,..elu tuh udah ngehancurin perasaan y,..eh skrg malah ngungkit2. Lu manusia apa iblis sih,...naudzubillah...",afiksasi,afiksasi,0
ngungkit2,mengungkit-ungkit,1,"Ni org gak ada malu y yah,..@mulanjameelaahmed udah ngerampas kasih syg aleldul..baru minta maaf,..mau berteman lg sm bunda maia,..elu tuh udah ngehancurin perasaan y,..eh skrg malah ngungkit2. Lu manusia apa iblis sih,...naudzubillah...",reduplikasi,afiksasi,0
kaleee,kali,1,"Gak nyadar kaleee,..dmn nurani mu sbg sesama wanita,..dah d anggap adik sendiri sm bunda maia,..tp apa balasan y,..anggap bukan qm penyebab perceraian mereka.tp apa gak malu nikah sm suami sahabat sndiri???? Kaya gak ada laki2 laen aja,..sama aja kamu menikahi suami kakak mu sendiri @mulanjameelaahmed",modifikasi vokal,elongasi,0
caranga,caranya,0,"Bagaimana caranga itu si mulont tidur dengan suami sahabat..ih amit-amit deh,tapi bagi perempuan bejat dan Laki laki yg bejat bisa aja deh karena syaraf otoknya sudah putus",salah ketik,0,0
usa,usah,1,Ga usa dipikirin bun.. yg ada mreka yg uda khianati bunda @maiaestiantyreal yg berpikir keras.. hahahaha,zeroisasi,0,0
dipikirin,dipikirkan,0,Ga usa dipikirin bun.. yg ada mreka yg uda khianati bunda @maiaestiantyreal yg berpikir keras.. hahahaha,afiksasi,0,0
nunduk,menunduk,1,Cantik walau lg nunduk,afiksasi,0,0
tembemmm,tembem,1,Tembemmm lucuuuuuuuuuu bundaaa @maiaestiantyreal pngn nyubitt ����,elongasi,0,0
lucuuuuuuuuuu,lucu,1,Tembemmm lucuuuuuuuuuu bundaaa @maiaestiantyreal pngn nyubitt ����,elongasi,0,0
bundaaa,bunda,1,Tembemmm lucuuuuuuuuuu bundaaa @maiaestiantyreal pngn nyubitt ����,elongasi,0,0
nyubitt,mencubit,1,Tembemmm lucuuuuuuuuuu bundaaa @maiaestiantyreal pngn nyubitt ����,afiksasi,0,0
jls2,jelas-jelas,0,"Perempuan yg hebat, cantik, & jls2 baik,,, sukses buat mbak maia",reduplikasi,abreviasi,0
supeer,super,1,Perempuan yang paling kuat cantik hebat dan supeer super perfeck dari dulu yang idamkan dari dulu sampe sekrang cuma bunda @maiaestiantyreal �������� termotivasi untuk hidup lebih baik dari bunda ����,elongasi,0,0
inni,ini,1,"Inni punya anak appa blm hayooo, amazing bunda ttp kalem adyem aura nya kluar cantik",elongasi,0,0
appa,apa,1,"Inni punya anak appa blm hayooo, amazing bunda ttp kalem adyem aura nya kluar cantik",elongasi,0,0
hayooo,hayo,1,"Inni punya anak appa blm hayooo, amazing bunda ttp kalem adyem aura nya kluar cantik",elongasi,0,0
adyem,adem,1,"Inni punya anak appa blm hayooo, amazing bunda ttp kalem adyem aura nya kluar cantik",anaptiksis,0,0
mitnah,memfitnah,1,"@mouchaannselina yg munafik itu yg mitnah, bohong, masa minta maaf geh dimedia gk lgsg minta maaf ke orangnya, idih cari sensasi ya...",afiksasi,0,0
cantiknyaaaaa,cantiknya,0,Cantiknyaaaaa waw,elongasi,0,0
tmbm,tembam,1,Bunda tmbm tpi Ttp cntik,abreviasi,0,0
cantix,cantik,1,"Bunda tambah cantix z, seger bnyk duit c, coba z yg sebelah dilihat tambah kriput, g fress, stylenya jelex, kurang g bisa ngurus wajah habisnya punya duit drmn, lagunya z g laku"" siapa yg mau beli orang""nya jg pd jijik hhhh kacian deh lo.",subtitusi,0,0
kriput,keriput,1,"Bunda tambah cantix z, seger bnyk duit c, coba z yg sebelah dilihat tambah kriput, g fress, stylenya jelex, kurang g bisa ngurus wajah habisnya punya duit drmn, lagunya z g laku"" siapa yg mau beli orang""nya jg pd jijik hhhh kacian deh lo.",zeroisasi,0,0
jelex,jelek,1,"Bunda tambah cantix z, seger bnyk duit c, coba z yg sebelah dilihat tambah kriput, g fress, stylenya jelex, kurang g bisa ngurus wajah habisnya punya duit drmn, lagunya z g laku"" siapa yg mau beli orang""nya jg pd jijik hhhh kacian deh lo.",subtitusi,0,0
drmn,darimana,0,"Bunda tambah cantix z, seger bnyk duit c, coba z yg sebelah dilihat tambah kriput, g fress, stylenya jelex, kurang g bisa ngurus wajah habisnya punya duit drmn, lagunya z g laku"" siapa yg mau beli orang""nya jg pd jijik hhhh kacian deh lo.",abreviasi,0,0
"laku""",laku-laku,0,"Bunda tambah cantix z, seger bnyk duit c, coba z yg sebelah dilihat tambah kriput, g fress, stylenya jelex, kurang g bisa ngurus wajah habisnya punya duit drmn, lagunya z g laku"" siapa yg mau beli orang""nya jg pd jijik hhhh kacian deh lo.",reduplikasi,0,0
"orang""nya",orang-orangnya,0,"Bunda tambah cantix z, seger bnyk duit c, coba z yg sebelah dilihat tambah kriput, g fress, stylenya jelex, kurang g bisa ngurus wajah habisnya punya duit drmn, lagunya z g laku"" siapa yg mau beli orang""nya jg pd jijik hhhh kacian deh lo.",reduplikasi,0,0
kacian,kasihan,1,"Bunda tambah cantix z, seger bnyk duit c, coba z yg sebelah dilihat tambah kriput, g fress, stylenya jelex, kurang g bisa ngurus wajah habisnya punya duit drmn, lagunya z g laku"" siapa yg mau beli orang""nya jg pd jijik hhhh kacian deh lo.",zeroisasi,subtitusi,0
cape,capek,1,"Sabar ya bun, ngak usah diladenin tar yg cape jg dia sendiri. Dia cuma mancing2 kesabaran bunda. Balas aja pake senyuman bun. Bunda diem aja dia tetep salah ko.",zeroisasi,0,0
mancing2,memancing-mancing,0,"Sabar ya bun, ngak usah diladenin tar yg cape jg dia sendiri. Dia cuma mancing2 kesabaran bunda. Balas aja pake senyuman bun. Bunda diem aja dia tetep salah ko.",reduplikasi,afiksasi,0
eeeeh,eh,1,"Bun, ak sedih bunda d gituin lg, pdahal pasti sulit bgt lupain kejadian gelap d masa kelam itu ya bun, pasti sakit bgt klo inget lg masa kelam itu, eeeeh ini malah bner"" ngingetin bunda k masa kelam itu, tp bunda tenang ajja, bunda harus kuat sperti dlu, jngan kpancing emosi, mereka lakuin hal gtu cma cri duit lewat bunda, mereka tuh sbenernya sadar cma bunda sumber rezeki mereka .. Makanya mereka bkin vidio yg gk guna bgt ..",elongasi,0,0
kpancing,terpancing,1,"Bun, ak sedih bunda d gituin lg, pdahal pasti sulit bgt lupain kejadian gelap d masa kelam itu ya bun, pasti sakit bgt klo inget lg masa kelam itu, eeeeh ini malah bner"" ngingetin bunda k masa kelam itu, tp bunda tenang ajja, bunda harus kuat sperti dlu, jngan kpancing emosi, mereka lakuin hal gtu cma cri duit lewat bunda, mereka tuh sbenernya sadar cma bunda sumber rezeki mereka .. Makanya mereka bkin vidio yg gk guna bgt ..",afiksasi,0,0
lakuin,melakukan,1,"Bun, ak sedih bunda d gituin lg, pdahal pasti sulit bgt lupain kejadian gelap d masa kelam itu ya bun, pasti sakit bgt klo inget lg masa kelam itu, eeeeh ini malah bner"" ngingetin bunda k masa kelam itu, tp bunda tenang ajja, bunda harus kuat sperti dlu, jngan kpancing emosi, mereka lakuin hal gtu cma cri duit lewat bunda, mereka tuh sbenernya sadar cma bunda sumber rezeki mereka .. Makanya mereka bkin vidio yg gk guna bgt ..",afiksasi,0,0
cri,cari,1,"Bun, ak sedih bunda d gituin lg, pdahal pasti sulit bgt lupain kejadian gelap d masa kelam itu ya bun, pasti sakit bgt klo inget lg masa kelam itu, eeeeh ini malah bner"" ngingetin bunda k masa kelam itu, tp bunda tenang ajja, bunda harus kuat sperti dlu, jngan kpancing emosi, mereka lakuin hal gtu cma cri duit lewat bunda, mereka tuh sbenernya sadar cma bunda sumber rezeki mereka .. Makanya mereka bkin vidio yg gk guna bgt ..",abreviasi,0,0
sbenernya,sebenarnya,1,"Bun, ak sedih bunda d gituin lg, pdahal pasti sulit bgt lupain kejadian gelap d masa kelam itu ya bun, pasti sakit bgt klo inget lg masa kelam itu, eeeeh ini malah bner"" ngingetin bunda k masa kelam itu, tp bunda tenang ajja, bunda harus kuat sperti dlu, jngan kpancing emosi, mereka lakuin hal gtu cma cri duit lewat bunda, mereka tuh sbenernya sadar cma bunda sumber rezeki mereka .. Makanya mereka bkin vidio yg gk guna bgt ..",abreviasi,modifikasi vokal,0
mikirinnn,memikirkan,1,Mikirinnn???? So what gitu loh ������������ bunda @maiaestiantyreal  i love you great woman ������������,elongasi,afiksasi,0
"diam""",diam-diam,0,"@inijedar menurut w klo memang bnr si att dgn mamad main ht intai j diam"" bw wartawan pst ni berita klo sampe meledak dan k blowap akn mengalahkn berita yg lg heboh skrg ni...Jd penasaran����",reduplikasi,0,0
mengalahkn,mengalahkan,1,"@inijedar menurut w klo memang bnr si att dgn mamad main ht intai j diam"" bw wartawan pst ni berita klo sampe meledak dan k blowap akn mengalahkn berita yg lg heboh skrg ni...Jd penasaran����",abreviasi,0,0
nyindirin,menyindir,1,iyaa.. si jedar kan nyindirin ayu.. trus ayunya ngambek @vit.nu,afiksasi,0,0
nee,ini,1,Nee ye dek @fitriantariii,modifikasi vokal,elongasi,zeroisasi
klakuan,kelakuan,1,"Pasti smua temen2 kerjanya tau klakuan 2 pembohong itu, tp merka kan ga mungkin ngomong. bravo @inijedar  ada waktunya cepat atw lambat",zeroisasi,0,0
mksdx,maksudnya,0,@nhy_zhugiie mksdx???,abreviasi,word-value letter,0
shabat,sahabat,1,"Shabat yg baik akan mengingatkan&menegur sahabat jk brbuat slh,tp kl sm2 menutupi ketidak baikan itu&malah mmberi dukungan, ,nm nya bkn sbhabat, tp pnjerumus ,penikung. Hrs bs bedain,mn yg sesungguhnya tman/shbat/sebaliknya.",abreviasi,0,0
jk,jika,1,"Shabat yg baik akan mengingatkan&menegur sahabat jk brbuat slh,tp kl sm2 menutupi ketidak baikan itu&malah mmberi dukungan, ,nm nya bkn sbhabat, tp pnjerumus ,penikung. Hrs bs bedain,mn yg sesungguhnya tman/shbat/sebaliknya.",abreviasi,0,0
brbuat,berbuat,1,"Shabat yg baik akan mengingatkan&menegur sahabat jk brbuat slh,tp kl sm2 menutupi ketidak baikan itu&malah mmberi dukungan, ,nm nya bkn sbhabat, tp pnjerumus ,penikung. Hrs bs bedain,mn yg sesungguhnya tman/shbat/sebaliknya.",abreviasi,0,0
mmberi,memberi,1,"Shabat yg baik akan mengingatkan&menegur sahabat jk brbuat slh,tp kl sm2 menutupi ketidak baikan itu&malah mmberi dukungan, ,nm nya bkn sbhabat, tp pnjerumus ,penikung. Hrs bs bedain,mn yg sesungguhnya tman/shbat/sebaliknya.",abreviasi,0,0
nm,nama,1,"Shabat yg baik akan mengingatkan&menegur sahabat jk brbuat slh,tp kl sm2 menutupi ketidak baikan itu&malah mmberi dukungan, ,nm nya bkn sbhabat, tp pnjerumus ,penikung. Hrs bs bedain,mn yg sesungguhnya tman/shbat/sebaliknya.",abreviasi,0,0
sbhabat,sahabat,1,"Shabat yg baik akan mengingatkan&menegur sahabat jk brbuat slh,tp kl sm2 menutupi ketidak baikan itu&malah mmberi dukungan, ,nm nya bkn sbhabat, tp pnjerumus ,penikung. Hrs bs bedain,mn yg sesungguhnya tman/shbat/sebaliknya.",abreviasi,0,0
pnjerumus,penjerumus,0,"Shabat yg baik akan mengingatkan&menegur sahabat jk brbuat slh,tp kl sm2 menutupi ketidak baikan itu&malah mmberi dukungan, ,nm nya bkn sbhabat, tp pnjerumus ,penikung. Hrs bs bedain,mn yg sesungguhnya tman/shbat/sebaliknya.",abreviasi,0,0
tman,teman,1,"Shabat yg baik akan mengingatkan&menegur sahabat jk brbuat slh,tp kl sm2 menutupi ketidak baikan itu&malah mmberi dukungan, ,nm nya bkn sbhabat, tp pnjerumus ,penikung. Hrs bs bedain,mn yg sesungguhnya tman/shbat/sebaliknya.",abreviasi,0,0
shbat,sahabat,1,"Shabat yg baik akan mengingatkan&menegur sahabat jk brbuat slh,tp kl sm2 menutupi ketidak baikan itu&malah mmberi dukungan, ,nm nya bkn sbhabat, tp pnjerumus ,penikung. Hrs bs bedain,mn yg sesungguhnya tman/shbat/sebaliknya.",abreviasi,0,0
melakukn,melakukan,1,Kak @inijedar  @lunamaya  @dennycagur  sebagai sahabat yang baik.... mohon dgn sangat ingatkan n tegur jika sahabat kalian melakukn kesalahan... bukan mksud  untuk ikut campur... sya percya kalian sahabat2 yg baik kalian seorg perempuan dan sudah berkluarga... seneng kn klo liat rmh tangga sahabat klian itu baik n bahagia... semoga kalian selalu dlm lindungan Allah #amin #saverans,abreviasi,0,0
seorg,seorang,1,Kak @inijedar  @lunamaya  @dennycagur  sebagai sahabat yang baik.... mohon dgn sangat ingatkan n tegur jika sahabat kalian melakukn kesalahan... bukan mksud  untuk ikut campur... sya percya kalian sahabat2 yg baik kalian seorg perempuan dan sudah berkluarga... seneng kn klo liat rmh tangga sahabat klian itu baik n bahagia... semoga kalian selalu dlm lindungan Allah #amin #saverans,abreviasi,0,0
berkluarga,berkeluarga,1,Kak @inijedar  @lunamaya  @dennycagur  sebagai sahabat yang baik.... mohon dgn sangat ingatkan n tegur jika sahabat kalian melakukn kesalahan... bukan mksud  untuk ikut campur... sya percya kalian sahabat2 yg baik kalian seorg perempuan dan sudah berkluarga... seneng kn klo liat rmh tangga sahabat klian itu baik n bahagia... semoga kalian selalu dlm lindungan Allah #amin #saverans,zeroisasi,0,0
siapa2,siapa-siapa,0,"Itu siapa2 yg di fto,,hi hi kepo eyke",reduplikasi,0,0
ketipu,tertipu,1,"alah waktu sama saheer sheikh aja ketipu, orang aku tinggal di India, saheer itu dah punya bini dan anak laki"" profesinya pengacara jadi gak terkenal di India, sempet main serial juga serial juga... @inijedar",afiksasi,0,0
"laki""",laki-laki,1,"alah waktu sama saheer sheikh aja ketipu, orang aku tinggal di India, saheer itu dah punya bini dan anak laki"" profesinya pengacara jadi gak terkenal di India, sempet main serial juga serial juga... @inijedar",reduplikasi,0,0
mengait2kan,mengait-ngaitkan,0,"Yang komen dan mengait2kan itu macam betul aja ...dasar taik,mulutu nyir2 tau nya gosipin org aja dan sok tau kalian.klo sempat gk trbukti apa yg selama nie jadi omongan kalian,mudah2an di laknat kalian semua tuh.dasar mulut kanina ...",reduplikasi,0,0
nyir2,nyinyir,1,"Yang komen dan mengait2kan itu macam betul aja ...dasar taik,mulutu nyir2 tau nya gosipin org aja dan sok tau kalian.klo sempat gk trbukti apa yg selama nie jadi omongan kalian,mudah2an di laknat kalian semua tuh.dasar mulut kanina ...",reduplikasi,0,0
gosipin,menggosipkan,1,"Yang komen dan mengait2kan itu macam betul aja ...dasar taik,mulutu nyir2 tau nya gosipin org aja dan sok tau kalian.klo sempat gk trbukti apa yg selama nie jadi omongan kalian,mudah2an di laknat kalian semua tuh.dasar mulut kanina ...",afiksasi,0,0
sendri,sendiri,1,artis high class.. sllu low profile...g kya tetangga sebelah plagiat sejati g punya fashion style sendri...��������,abreviasi,0,0
bntar,bentar,1,kak @inijedar bener bgt..... bntar lg jg ke bongkar.... ��������,abreviasi,0,0
duuuhhh,duh,1,Bunmai duuuhhh anaknya ganteng bgt,elongasi,0,0
nmbk,menembak,1,@vikrizahara  cwe nmbk cwo?����,abreviasi,afiksasi,0
gakkk,tidak,1,Gakkk..... @widiaameliza  aku mau kalo julius yg nyanyiin ������������,abreviasi,elongasi,0
abiiiiisssss,habis,1,ya ampunnnnn gokil abiiiiisssss....,elongasi,zeroisasi,0
tikung2,tikung-tikung,0,Ehehehehee ngeri bahh @istiqomah_nst men tikung2 ������������,reduplikasi,0,0
cwok,cowok,1,awas ntar dimra ma cwok nya tu....,abreviasi,0,0
bangedd,banget,1,Cantikk bangedd ����,subtitusi,elongasi,homofon
wuastagah,astaga,1,@andinimerii wuastagah bedaaa jaoooh,anaptiksis,0,0
bedaaa,beda,1,@andinimerii wuastagah bedaaa jaoooh,elongasi,0,0
jaoooh,jauh,1,@andinimerii wuastagah bedaaa jaoooh,modifikasi vokal,elongasi,0
mateeeeeeeeeeee,mati,1,@gheoghy mateeeeeeeeeeee,modifikasi vokal,elongasi,0
parsis,persis,1,@garryalesandro muka parsis dg @dewiizaach to? Hahahah,modifikasi vokal,0,0
sumpeh,sumpah,1,Hahahahha sumpeh @dewiizaach .. pas kk @yukikt ada di jepang tuh meet up jua jg lama lai,modifikasi vokal,0,0
iyh,iya,1,Iyh tapi masih cantik k yuki kmana mana,subtitusi,0,0
kmana,kemana,0,Iyh tapi masih cantik k yuki kmana mana,abreviasi,0,0
cantiqs,cantik,1,Ka Yuki cantiqs banget ... I LOVE YOU Ka Yuki Kato,subtitusi,anaptiksis,0
kecik,kecil,1,Dari kecik smpai besar muka same je.. bby face���,salah ketik,0,0
brasa,berasa,1,Brasa liat chloe grace moretz versi indonesia. Cantiknya dr kecil udh keliatan,zeroisasi,0,0
trlihat,terlihat,1,Benar2 keluarga yg serasi.. trlihat bhw Allah mmberikan berkahnya utk lelaki sebaik @ananghijau dan wanita setulus bunda @ashanty_ash semoga selalu bahagia dn selalu ceria dlm khidupan kluarga ini yaallah. Bangga bnget jdi wanita srpti bunda @ashanty_ash,abreviasi,0,0
mmberikan,memberikan,1,Benar2 keluarga yg serasi.. trlihat bhw Allah mmberikan berkahnya utk lelaki sebaik @ananghijau dan wanita setulus bunda @ashanty_ash semoga selalu bahagia dn selalu ceria dlm khidupan kluarga ini yaallah. Bangga bnget jdi wanita srpti bunda @ashanty_ash,abreviasi,0,0
khidupan,kehidupan,1,Benar2 keluarga yg serasi.. trlihat bhw Allah mmberikan berkahnya utk lelaki sebaik @ananghijau dan wanita setulus bunda @ashanty_ash semoga selalu bahagia dn selalu ceria dlm khidupan kluarga ini yaallah. Bangga bnget jdi wanita srpti bunda @ashanty_ash,abreviasi,0,0
srpti,seperti,1,Benar2 keluarga yg serasi.. trlihat bhw Allah mmberikan berkahnya utk lelaki sebaik @ananghijau dan wanita setulus bunda @ashanty_ash semoga selalu bahagia dn selalu ceria dlm khidupan kluarga ini yaallah. Bangga bnget jdi wanita srpti bunda @ashanty_ash,abreviasi,0,0
dinamakn,dinamakan,0,"Inilah yg dinamakn jodoh,org yg baik pst jodohnya baik pula",abreviasi,0,0
sgtu,sebegitu,1,Sirik mlu..kalian..sgtu si aurel cantiknya..pada sirsak..laki.yg suka buli itu..paati homo @jamoel_fans,abreviasi,0,0
paati,pasti,1,Sirik mlu..kalian..sgtu si aurel cantiknya..pada sirsak..laki.yg suka buli itu..paati homo @jamoel_fans,salah ketik,0,0
kutuu,kutu,1,"Anak / kluarga anda berkutu dirambutnya??jng khawatir yolla shop jual obat kutuu ampuh yolla,dijamin hilang setelur2nya,banyak bicara tidak berguna,yg perlu bukti yg nyata,minat ( WA & LINE 089686328601,PIN 275D00EE / 5BEDCBC8,FB : yollashop99@gmail.com )",elongasi,0,0
setelur2nya,setelur-telurnya,0,"Anak / kluarga anda berkutu dirambutnya??jng khawatir yolla shop jual obat kutuu ampuh yolla,dijamin hilang setelur2nya,banyak bicara tidak berguna,yg perlu bukti yg nyata,minat ( WA & LINE 089686328601,PIN 275D00EE / 5BEDCBC8,FB : yollashop99@gmail.com )",reduplikasi,0,0
khadiran,kehadiran,1,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
kel,keluarga,1,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
srta,serta,1,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
kcil,kecil,1,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
kberkahn,keberkahan,0,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
kbahagiaan,kebahagiaan,1,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
tntram,tentram,1,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
brsama,bersama,1,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
hngga,hingga,1,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
